"bootstrap_id","auc"
1,0.930994152046784
2,0.817543859649123
3,0.893567251461988
4,0.906432748538011
5,0.962573099415205
6,0.929824561403509
7,0.928654970760234
8,0.926315789473684
9,0.904093567251462
10,0.936842105263158
11,0.850292397660819
12,0.932163742690058
13,0.947368421052632
14,0.945029239766082
15,0.947368421052631
16,0.812865497076023
17,0.883040935672515
18,0.856140350877193
19,0.908771929824561
20,0.954385964912281
21,0.890058479532164
22,0.888888888888889
23,0.883040935672515
24,0.946198830409357
25,0.969590643274854
26,0.818713450292398
27,0.880701754385965
28,0.842105263157895
29,0.912280701754386
30,0.95672514619883
31,0.849122807017544
32,0.945029239766082
33,0.886549707602339
34,0.792982456140351
35,0.92046783625731
36,0.764912280701754
37,0.945029239766082
38,0.912280701754386
39,0.95906432748538
40,0.906432748538012
41,0.747368421052632
42,0.869005847953216
43,0.787134502923977
44,0.900584795321637
45,0.891228070175438
46,0.893567251461988
47,0.900584795321637
48,0.885380116959064
49,0.894736842105263
50,0.92280701754386
51,0.898245614035088
52,0.908771929824561
53,0.856140350877193
54,0.942690058479532
55,0.87485380116959
56,0.928654970760234
57,0.912280701754386
58,0.816374269005848
59,0.945029239766082
60,0.872514619883041
61,0.990643274853801
62,0.866666666666667
63,0.930994152046784
64,0.953216374269006
65,0.876023391812865
66,0.870175438596491
67,0.810526315789474
68,0.900584795321637
69,0.897076023391813
70,0.95906432748538
71,0.946198830409357
72,0.945029239766082
73,0.893567251461988
74,0.991812865497076
75,0.84093567251462
76,0.960233918128655
77,0.873684210526316
78,0.92046783625731
79,0.865497076023392
80,0.860818713450292
81,0.900584795321637
82,0.824561403508772
83,0.943859649122807
84,0.927485380116959
85,0.894736842105263
86,0.967251461988304
87,0.970760233918129
88,0.905263157894737
89,0.852631578947368
90,0.872514619883041
91,0.91812865497076
92,0.900584795321637
93,0.895906432748538
94,0.836257309941521
95,0.899415204678363
96,0.857309941520468
97,0.906432748538012
98,0.938011695906433
99,0.883040935672515
100,0.938011695906433
101,0.819883040935673
102,0.905263157894737
103,0.960233918128655
104,0.921637426900585
105,0.863157894736842
106,0.953216374269006
107,0.909941520467836
108,0.929824561403509
109,0.913450292397661
110,0.863157894736842
111,0.892397660818713
112,0.886549707602339
113,0.902923976608187
114,0.851461988304094
115,0.887719298245614
116,0.943859649122807
117,0.870175438596491
118,0.945029239766082
119,0.942690058479532
120,0.915789473684211
121,0.845614035087719
122,0.886549707602339
123,0.909941520467836
124,0.872514619883041
125,0.95438596491228
126,0.936842105263158
127,0.941520467836257
128,0.942690058479532
129,0.900584795321637
130,0.842105263157895
131,0.933333333333333
132,0.938011695906433
133,0.897076023391813
134,0.885380116959064
135,0.928654970760234
136,0.886549707602339
137,0.87485380116959
138,0.902923976608187
139,0.876023391812866
140,0.891228070175439
141,0.885380116959064
142,0.912280701754386
143,0.828070175438597
144,0.88421052631579
145,0.925146198830409
146,0.928654970760234
147,0.941520467836257
148,0.962573099415205
149,0.899415204678362
150,0.870175438596491
151,0.940350877192982
152,0.904093567251462
153,0.96374269005848
154,0.916959064327485
155,0.814035087719298
156,0.821052631578947
157,0.926315789473684
158,0.825730994152047
159,0.949707602339181
160,0.883040935672515
161,0.950877192982456
162,0.895906432748538
163,0.921637426900585
164,0.927485380116959
165,0.901754385964912
166,0.935672514619883
167,0.911111111111111
168,0.916959064327485
169,0.833918128654971
170,0.936842105263158
171,0.79766081871345
172,0.919298245614035
173,0.899415204678363
174,0.91812865497076
175,0.935672514619883
176,0.935672514619883
177,0.858479532163743
178,0.932163742690059
179,0.847953216374269
180,0.908771929824561
181,0.893567251461988
182,0.886549707602339
183,0.888888888888889
184,0.844444444444444
185,0.925146198830409
186,0.829239766081871
187,0.890058479532164
188,0.880701754385965
189,0.857309941520468
190,0.810526315789474
191,0.930994152046783
192,0.895906432748538
193,0.936842105263158
194,0.861988304093567
195,0.92046783625731
196,0.919298245614035
197,0.861988304093567
198,0.852631578947369
199,0.942690058479532
200,0.890058479532164
201,0.923976608187134
202,0.890058479532164
203,0.916959064327485
204,0.87953216374269
205,0.894736842105263
206,0.974269005847953
207,0.839766081871345
208,0.897076023391813
209,0.92280701754386
210,0.919298245614035
211,0.940350877192982
212,0.973099415204678
213,0.886549707602339
214,0.876023391812865
215,0.821052631578947
216,0.904093567251462
217,0.907602339181287
218,0.83625730994152
219,0.912280701754386
220,0.873684210526316
221,0.898245614035088
222,0.911111111111111
223,0.857309941520468
224,0.83859649122807
225,0.7953216374269
226,0.865497076023392
227,0.888888888888889
228,0.842105263157895
229,0.833918128654971
230,0.878362573099415
231,0.925146198830409
232,0.846783625730994
233,0.907602339181287
234,0.866666666666667
235,0.907602339181287
236,0.87485380116959
237,0.923976608187134
238,0.911111111111111
239,0.849122807017544
240,0.935672514619883
241,0.901754385964912
242,0.890058479532164
243,0.927485380116959
244,0.933333333333333
245,0.872514619883041
246,0.900584795321637
247,0.883040935672515
248,0.934502923976608
249,0.878362573099415
250,0.96140350877193
251,0.854970760233918
252,0.957894736842105
253,0.845614035087719
254,0.824561403508772
255,0.911111111111111
256,0.87485380116959
257,0.936842105263158
258,0.934502923976608
259,0.854970760233918
260,0.826900584795322
261,0.859649122807018
262,0.911111111111111
263,0.871345029239766
264,0.912280701754386
265,0.940350877192982
266,0.873684210526316
267,0.940350877192982
268,0.723976608187134
269,0.884210526315789
270,0.87953216374269
271,0.943859649122807
272,0.87485380116959
273,0.905263157894737
274,0.768421052631579
275,0.932163742690059
276,0.902923976608187
277,0.890058479532164
278,0.930994152046784
279,0.891228070175438
280,0.863157894736842
281,0.857309941520468
282,0.890058479532164
283,0.824561403508772
284,0.973099415204678
285,0.876023391812865
286,0.91812865497076
287,0.894736842105263
288,0.933333333333333
289,0.865497076023392
290,0.95672514619883
291,0.941520467836257
292,0.899415204678362
293,0.91812865497076
294,0.850292397660819
295,0.852631578947368
296,0.857309941520468
297,0.836257309941521
298,0.837426900584795
299,0.91578947368421
300,0.87953216374269
301,0.898245614035088
302,0.860818713450292
303,0.890058479532164
304,0.916959064327485
305,0.866666666666667
306,0.874853801169591
307,0.927485380116959
308,0.941520467836257
309,0.891228070175439
310,0.88421052631579
311,0.919298245614035
312,0.942690058479532
313,0.911111111111111
314,0.869005847953217
315,0.816374269005848
316,0.907602339181286
317,0.87719298245614
318,0.887719298245614
319,0.950877192982456
320,0.897076023391813
321,0.902923976608187
322,0.805847953216374
323,0.890058479532164
324,0.890058479532164
325,0.911111111111111
326,0.929824561403509
327,0.883040935672515
328,0.933333333333333
329,0.899415204678362
330,0.916959064327485
331,0.92046783625731
332,0.894736842105263
333,0.888888888888889
334,0.866666666666667
335,0.865497076023392
336,0.947368421052631
337,0.847953216374269
338,0.947368421052632
339,0.887719298245614
340,0.970760233918129
341,0.887719298245614
342,0.880701754385965
343,0.84093567251462
344,0.932163742690058
345,0.87719298245614
346,0.908771929824561
347,0.926315789473684
348,0.822222222222222
349,0.852631578947368
350,0.861988304093567
351,0.872514619883041
352,0.946198830409357
353,0.894736842105263
354,0.969590643274854
355,0.925146198830409
356,0.873684210526316
357,0.873684210526316
358,0.857309941520468
359,0.886549707602339
360,0.845614035087719
361,0.92280701754386
362,0.913450292397661
363,0.857309941520468
364,0.887719298245614
365,0.907602339181287
366,0.892397660818713
367,0.908771929824561
368,0.899415204678363
369,0.858479532163743
370,0.880701754385965
371,0.752046783625731
372,0.851461988304094
373,0.905263157894737
374,0.887719298245614
375,0.874853801169591
376,0.927485380116959
377,0.84093567251462
378,0.835087719298246
379,0.865497076023392
380,0.854970760233918
381,0.880701754385965
382,0.866666666666667
383,0.900584795321637
384,0.92046783625731
385,0.977777777777778
386,0.898245614035088
387,0.898245614035088
388,0.905263157894737
389,0.869005847953216
390,0.942690058479532
391,0.823391812865497
392,0.899415204678363
393,0.927485380116959
394,0.898245614035088
395,0.96374269005848
396,0.977777777777778
397,0.87719298245614
398,0.878362573099415
399,0.916959064327485
400,0.936842105263158
401,0.915789473684211
402,0.928654970760234
403,0.953216374269006
404,0.845614035087719
405,0.816374269005848
406,0.887719298245614
407,0.863157894736842
408,0.833918128654971
409,0.847953216374269
410,0.872514619883041
