"Sample1","Sample2","Distance","Study1","Study2"
521953,455521,0.186222642762665,"SDY515","SDY113"
521954,455521,0.218258741289723,"SDY515","SDY113"
521955,455521,0.230268229060397,"SDY515","SDY113"
521956,455521,0.176452530446176,"SDY515","SDY113"
521957,455521,0.246754651580601,"SDY515","SDY113"
521958,455521,0.251076689136777,"SDY515","SDY113"
521959,455521,0.168728813668842,"SDY515","SDY113"
521960,455521,0.181357932595443,"SDY515","SDY113"
521961,455521,0.209635013364553,"SDY515","SDY113"
521962,455521,0.272767697232343,"SDY515","SDY113"
521963,455521,0.155350857341731,"SDY515","SDY113"
521964,455521,0.30418780725447,"SDY515","SDY113"
521965,455521,0.231640622592438,"SDY515","SDY113"
521966,455521,0.284977377176422,"SDY515","SDY113"
521967,455521,0.278405876019037,"SDY515","SDY113"
521968,455521,0.19544282406548,"SDY515","SDY113"
521969,455521,0.192118130208821,"SDY515","SDY113"
521970,455521,0.18218736612674,"SDY515","SDY113"
521971,455521,0.189581438060135,"SDY515","SDY113"
521972,455521,0.168024786750549,"SDY515","SDY113"
521973,455521,0.198496346475434,"SDY515","SDY113"
521974,455521,0.216337164851647,"SDY515","SDY113"
521975,455521,0.204386115586446,"SDY515","SDY113"
455521,455522,0.145302859438299,"SDY113","SDY113"
455522,455522,0,"SDY113","SDY113"
455524,455522,0.111088400130184,"SDY113","SDY113"
455527,455522,0.106834388241033,"SDY113","SDY113"
455540,455522,0.144486543580028,"SDY113","SDY113"
455543,455522,0.108014085469883,"SDY113","SDY113"
455545,455522,0.123384155245431,"SDY113","SDY113"
455550,455522,0.116659263373282,"SDY113","SDY113"
455552,455522,0.157434078286607,"SDY113","SDY113"
455558,455522,0.197123467756102,"SDY113","SDY113"
455578,455522,0.167958711184412,"SDY113","SDY113"
455871,455522,0.249220176582996,"SDY311","SDY113"
455872,455522,0.246763529434276,"SDY311","SDY113"
455873,455522,0.259707253867875,"SDY311","SDY113"
455874,455522,0.265864363813723,"SDY311","SDY113"
455875,455522,0.278969467900208,"SDY311","SDY113"
455876,455522,0.291157774904721,"SDY311","SDY113"
455877,455522,0.267072723025645,"SDY311","SDY113"
455878,455522,0.273012814717245,"SDY311","SDY113"
455879,455522,0.27442929531605,"SDY311","SDY113"
455880,455522,0.279401382024121,"SDY311","SDY113"
455881,455522,0.288365476158335,"SDY311","SDY113"
455882,455522,0.26962054328773,"SDY311","SDY113"
455886,455522,0.198311689157316,"SDY311","SDY113"
455887,455522,0.224020461940505,"SDY311","SDY113"
455888,455522,0.218878741432499,"SDY311","SDY113"
