"tier","n_ref","repeat_id","ari","auc_both","auc_prop","auc_mean","recon_mse","ref_samples"
"Random",2,31,0.853905710322455,0.771428571428572,0.772619047619048,0.644047619047619,0.00250761085494251,"767, 270"
"Random",2,32,0.853548526859407,0.642857142857143,0.614285714285714,0.617857142857143,0.00345067842065258,"413, 551"
"Random",2,33,0.853880499759501,0.56547619047619,0.726190476190477,0.510714285714286,0.00276542295895565,"297, 258"
"Random",2,34,0.848254296556179,0.746428571428571,0.751190476190476,0.692857142857143,0.00307669146977734,"259, 246"
"Random",2,35,0.889315236837306,0.633333333333333,0.638095238095238,0.633333333333333,0.00276068319018453,"154, 465"
"Random",2,36,0.870928899253714,0.673809523809524,0.536904761904762,0.689285714285714,0.00292928397903372,"257, 867"
"Random",2,37,0.854736337064479,0.717857142857143,0.596428571428571,0.707142857142857,0.00256421804301946,"465, 390"
"Random",2,38,0.851852134488008,0.695238095238095,0.638095238095238,0.661904761904762,0.00301748273924039,"208, 732"
"Random",2,39,0.848766291496046,0.664285714285714,0.655952380952381,0.571428571428571,0.00350668591823961,"232, 776"
"Random",2,40,0.859724725446028,0.679761904761905,0.686904761904762,0.59047619047619,0.00272357059000557,"761, 739"
"Random",2,41,0.853584900207785,0.757142857142857,0.797619047619048,0.703571428571429,0.00289323322739253,"719, 520"
"Random",2,42,0.846983574120065,0.691666666666667,0.758333333333334,0.621428571428571,0.00256612453735517,"791, 236"
"Random",2,43,0.713817998397786,0.70952380952381,0.771428571428572,0.673809523809524,0.0029043609753329,"223, 264"
"Random",2,44,0.854245169811946,0.672619047619048,0.628571428571429,0.671428571428571,0.00291116776609898,"774, 231"
"Random",2,45,0.853514164689526,0.61547619047619,0.751190476190476,0.502380952380952,0.00282053684652561,"246, 732"
"Random",2,46,0.855966973431232,0.791666666666667,0.728571428571429,0.745238095238095,0.00286700891084875,"169, 322"
"Random",2,47,0.854026243403799,0.547619047619047,0.628571428571429,0.49047619047619,0.00302843705767445,"380, 342"
"Random",2,48,0.840395215809663,0.75952380952381,0.740476190476191,0.644047619047619,0.00272389644403229,"761, 276"
"Random",2,49,0.853604770625143,0.614285714285714,0.704761904761905,0.6,0.00273750882746687,"801, 295"
"Random",2,50,0.851795117365427,0.708333333333333,0.745238095238095,0.602380952380952,0.00316095611773642,"246, 603"
"Random",2,51,0.813110935510103,0.748809523809524,0.754761904761905,0.665476190476191,0.00301380152600296,"776, 940"
"Random",2,52,0.873921801516068,0.678571428571428,0.738095238095238,0.536904761904762,0.00255215025673027,"719, 711"
"Random",2,53,0.861048590752179,0.629761904761905,0.661904761904762,0.557142857142857,0.00256761892739086,"171, 270"
"Random",2,54,0.863178275020195,0.654761904761905,0.563095238095238,0.692857142857143,0.00294653591275038,"768, 322"
"Random",2,55,0.879730857089602,0.669047619047619,0.420238095238095,0.658333333333334,0.00323101608262244,"437, 804"
"Random",2,56,0.849100581670904,0.689285714285715,0.725,0.638095238095238,0.00274415352822785,"603, 288"
"Random",2,57,0.833593500736619,0.723809523809524,0.730952380952381,0.683333333333333,0.00268729119035156,"867, 215"
"Random",2,58,0.862182814007309,0.758333333333334,0.676190476190476,0.661904761904762,0.00313322395688268,"633, 167"
"Random",2,59,0.842482080650689,0.689285714285715,0.735714285714286,0.621428571428571,0.00298728860212588,"520, 603"
"Random",2,60,0.850296463286511,0.744047619047619,0.785714285714286,0.477380952380952,0.00255420429499235,"767, 591"
"Random",2,61,0.822393098430654,0.683333333333333,0.708333333333333,0.678571428571429,0.00283621956724943,"621, 586"
"Random",2,62,0.858219287610347,0.680952380952381,0.610714285714285,0.680952380952381,0.00264066541857402,"264, 208"
"Random",2,63,0.850147051570659,0.696428571428572,0.613095238095238,0.672619047619047,0.00295714925860961,"373, 633"
"Random",2,64,0.859399810567477,0.663095238095238,0.689285714285714,0.663095238095238,0.00336777716304008,"520, 776"
"Random",2,65,0.853492822428357,0.61547619047619,0.633333333333333,0.597619047619047,0.00290732160205354,"868, 380"
"Random",2,66,0.850819266999308,0.613095238095238,0.630952380952381,0.602380952380952,0.0026904496273279,"380, 214"
"Random",2,67,0.871174392837506,0.714285714285715,0.723809523809524,0.621428571428571,0.00301336414672841,"774, 525"
"Random",2,68,0.849025955687746,0.747619047619048,0.74047619047619,0.727380952380952,0.00295539596839082,"97, 501"
"Random",2,69,0.846016721245198,0.745238095238095,0.648809523809524,0.694047619047619,0.00278644220995941,"208, 628"
"Random",2,70,0.857751710599782,0.694047619047619,0.660714285714285,0.614285714285714,0.00282554151719516,"390, 88"
"Random",2,71,0.854544034738158,0.742857142857143,0.597619047619047,0.744047619047619,0.00278482621110389,"96, 360"
"Random",2,72,0.853937600934836,0.726190476190476,0.740476190476191,0.661904761904762,0.00283126440782073,"442, 801"
"Random",2,73,0.851228828140177,0.626190476190476,0.730952380952381,0.536904761904762,0.00287139049327019,"224, 390"
"Random",2,74,0.888908652563378,0.635714285714285,0.613095238095238,0.628571428571428,0.00259971598196731,"551, 204"
"Random",2,75,0.858980504677996,0.744047619047619,0.626190476190476,0.729761904761905,0.0026527795055684,"232, 872"
"Random",2,76,0.858194158719346,0.633333333333333,0.685714285714286,0.623809523809524,0.00278630111051274,"360, 591"
"Random",2,77,0.846608381371171,0.689285714285715,0.667857142857143,0.630952380952381,0.00282338959652946,"295, 257"
"Random",2,78,0.847942433489165,0.75,0.727380952380952,0.755952380952381,0.00272581268331292,"737, 167"
"Random",2,79,0.856580885332236,0.690476190476191,0.592857142857143,0.620238095238095,0.0029375841401108,"208, 621"
"Random",2,80,0.834866642696225,0.675,0.752380952380952,0.65952380952381,0.00326039987103179,"223, 224"
"Random",2,81,0.890747964978236,0.589285714285714,0.701190476190476,0.492857142857143,0.00289520002003148,"750, 257"
"Random",2,82,0.845876988380308,0.8,0.763095238095238,0.763095238095238,0.00294722308682794,"264, 295"
"Random",2,83,0.854844607099843,0.740476190476191,0.683333333333333,0.742857142857143,0.00290656536641895,"551, 259"
"Random",2,84,0.86739198141845,0.707142857142857,0.738095238095238,0.575,0.00268478396357439,"501, 940"
"Random",2,85,0.890899286056204,0.594047619047619,0.725,0.528571428571428,0.00285256507968146,"880, 297"
"Random",2,86,0.853402886194699,0.539285714285714,0.698809523809524,0.526190476190476,0.00291677967078873,"777, 258"
"Random",2,87,0.763876416324778,0.710714285714286,0.664285714285714,0.634523809523809,0.00299832261448381,"737, 750"
"Random",2,88,0.864133470904761,0.779761904761905,0.715476190476191,0.729761904761905,0.00281887037579239,"525, 501"
"Random",2,89,0.846182355348875,0.721428571428571,0.741666666666667,0.697619047619048,0.00293973346640971,"257, 358"
"Random",2,90,0.8561356375477,0.685714285714286,0.625,0.690476190476191,0.00289690752508195,"276, 520"
"Random",2,91,0.877617372162726,0.627380952380952,0.620238095238095,0.613095238095238,0.00336507200256651,"625, 723"
"Random",2,92,0.856211572733305,0.658333333333333,0.636904761904762,0.6,0.00264045359163997,"940, 293"
"Random",2,93,0.844785274335064,0.744047619047619,0.655952380952381,0.729761904761905,0.003264059261894,"364, 719"
"Random",2,94,0.870770863550723,0.634523809523809,0.654761904761905,0.646428571428571,0.00299937502684358,"88, 603"
"Random",2,95,0.847194691005588,0.771428571428572,0.766666666666667,0.701190476190476,0.00243510929350276,"245, 867"
"Random",2,96,0.848050825422829,0.697619047619048,0.755952380952381,0.663095238095238,0.00312987623545362,"334, 241"
"Random",2,97,0.841838938249723,0.729761904761905,0.733333333333334,0.641666666666666,0.00288458171651432,"747, 215"
"Random",2,98,0.851560790504269,0.716666666666667,0.733333333333333,0.692857142857143,0.00293563553565885,"297, 740"
"Random",2,99,0.849232704296285,0.794047619047619,0.751190476190476,0.701190476190476,0.00261387423000919,"747, 440"
"Random",2,100,0.856782253729755,0.702380952380953,0.728571428571429,0.652380952380953,0.00294750667843658,"295, 768"
