"tier","n_ref","repeat_id","ari","auc_both","auc_prop","auc_mean","recon_mse","ref_samples"
"Random",2,3,0.849082514693302,0.720238095238096,0.717857142857143,0.679761904761905,0.00318741700025649,"92, 246"
"Random",2,4,0.855642584779695,0.691666666666667,0.716666666666667,0.614285714285714,0.00310815842393558,"767, 801"
"Random",2,5,0.849344701328845,0.725,0.753571428571429,0.647619047619048,0.0027569638882502,"276, 625"
"Random",2,6,0.788714937143383,0.658333333333333,0.645238095238095,0.654761904761905,0.00274912784903623,"621, 715"
"Random",2,7,0.8637841331785,0.570238095238095,0.701190476190476,0.563095238095238,0.00281376610498582,"373, 761"
"Random",2,8,0.823356933259313,0.698809523809524,0.472619047619048,0.698809523809524,0.00255313196654403,"608, 628"
"Random",2,9,0.851816917331216,0.673809523809524,0.646428571428571,0.64047619047619,0.00308119973895833,"87, 732"
"Random",2,10,0.839629683545303,0.675,0.632142857142857,0.673809523809524,0.00280901436966195,"446, 409"
"Random",2,11,0.866315342565007,0.559523809523809,0.714285714285714,0.46547619047619,0.00288530007625996,"236, 92"
"Random",2,12,0.809548218966183,0.538095238095238,0.659523809523809,0.492857142857143,0.0030241001810769,"679, 173"
"Random",2,13,0.852689592968187,0.686904761904762,0.672619047619048,0.632142857142857,0.00293634794008711,"88, 768"
"Random",2,14,0.843104768198194,0.732142857142857,0.644047619047619,0.716666666666667,0.00289960977782062,"215, 740"
"Random",2,15,0.864564332481625,0.544047619047619,0.678571428571429,0.503571428571429,0.00307681300384158,"801, 270"
"Random",2,16,0.79479007364645,0.619047619047619,0.598809523809524,0.622619047619048,0.00312212523413055,"167, 173"
"Random",2,17,0.846700347618549,0.770238095238095,0.727380952380953,0.707142857142857,0.00291153330969625,"215, 428"
"Random",2,18,0.843963882531449,0.788095238095238,0.755952380952381,0.663095238095238,0.00307809557198735,"591, 307"
"Random",2,19,0.808688153713445,0.678571428571429,0.714285714285714,0.571428571428571,0.00289797184337569,"245, 520"
"Random",2,20,0.873709764237911,0.576190476190476,0.609523809523809,0.572619047619047,0.00300051427828405,"223, 342"
"Random",2,21,0.862291455285651,0.704761904761905,0.671428571428571,0.617857142857143,0.00318321876604079,"211, 465"
"Random",2,22,0.851200813550779,0.453571428571429,0.564285714285714,0.65952380952381,0.0029062467857228,"213, 307"
"Random",2,23,0.843230295947489,0.694047619047619,0.667857142857143,0.658333333333333,0.00258277662652682,"628, 872"
"Random",2,24,0.861288877774631,0.692857142857143,0.609523809523809,0.672619047619048,0.00275483065336667,"587, 737"
"Random",2,25,0.783934250675971,0.607142857142857,0.535714285714286,0.601190476190476,0.00269812706367525,"224, 373"
"Random",2,26,0.842748521332182,0.70952380952381,0.689285714285714,0.673809523809524,0.00289584546094099,"258, 96"
"Random",2,27,0.833592413051002,0.679761904761905,0.766666666666667,0.597619047619047,0.0032079275473718,"940, 251"
"Random",2,28,0.862639429163985,0.753571428571429,0.755952380952381,0.70952380952381,0.00294050633060314,"96, 251"
"Random",2,29,0.882361929634326,0.672619047619048,0.560714285714286,0.678571428571428,0.00272435387389593,"322, 674"
"Random",2,30,0.862805430180383,0.686904761904762,0.644047619047619,0.65595238095238,0.00254082993133933,"801, 941"
