"cells_per_sample","sample_id","ari","n_cells_actual"
5000,"633",0.90770307901782,5000
5000,"674",0.824495844338362,5000
5000,"679",0.8654198255994,5000
5000,"702",0.900733236649168,5000
5000,"710",0.870848216195211,5000
5000,"711",0.895152056796971,5000
5000,"715",0.918313485485162,5000
5000,"717",0.801875977997545,5000
5000,"719",0.85017472529832,5000
5000,"723",0.939991625842298,5000
5000,"732",0.921568507157475,5000
5000,"737",0.858789326795379,5000
5000,"739",0.865903152848154,5000
5000,"740",0.91013365506144,5000
5000,"747",0.926016982835887,5000
5000,"750",0.920615623844195,5000
5000,"761",0.87841929664153,5000
5000,"767",0.798210879729115,5000
5000,"768",0.749633638351832,5000
5000,"770",0.871070858979326,5000
5000,"771",0.733155033203797,5000
5000,"774",0.864076840194242,5000
5000,"776",0.863397855792024,5000
5000,"777",0.876963810385863,5000
5000,"791",0.868726173771361,5000
5000,"801",0.892221606759671,5000
5000,"804",0.882769847416196,5000
5000,"805",0.809310161433651,5000
5000,"867",0.845762532389014,5000
5000,"868",0.907081201498431,5000
5000,"872",0.898184431098779,5000
5000,"880",0.759171484461545,5000
5000,"894",0.859915884244361,5000
5000,"940",0.884860398985232,5000
5000,"941",0.890220785712151,5000
6000,"87",0.811781144906832,6000
6000,"88",0.699895403255865,6000
6000,"89",0.88667683516382,6000
6000,"92",0.886090326011062,6000
6000,"96",0.801274290032296,6000
6000,"97",0.81341071190902,6000
6000,"103",0.859472738241579,6000
6000,"152",0.837451304415113,6000
6000,"154",0.879598249602991,6000
6000,"167",0.72949192028028,6000
6000,"169",0.834518311491116,6000
6000,"171",0.717524727099548,6000
6000,"173",0.855755850423444,6000
6000,"204",0.80821619768112,6000
6000,"208",0.839398233632542,6000
6000,"211",0.847900622416678,6000
6000,"213",0.845572165415309,6000
6000,"214",0.870674556991615,6000
6000,"215",0.850669131633885,6000
6000,"223",0.851732755270965,6000
6000,"224",0.890101462854806,6000
6000,"229",0.867290149722656,6000
6000,"230",0.845135072810961,6000
6000,"231",0.883834182945172,6000
6000,"232",0.861424302791157,6000
6000,"236",0.86024545730739,6000
6000,"241",0.828048204034804,6000
6000,"245",0.763607155832572,6000
6000,"246",0.854471480202309,6000
6000,"250",0.888156853060466,6000
6000,"251",0.891569885162008,6000
6000,"255",0.873702413460963,6000
6000,"257",0.856320240353641,6000
6000,"258",0.828192066618053,6000
6000,"259",0.845526736755785,6000
6000,"260",0.868725360257142,6000
6000,"264",0.873297539017455,6000
6000,"270",0.878421151522055,6000
6000,"276",0.866013371592236,6000
6000,"288",0.796294389801817,6000
6000,"293",0.857970676283985,6000
6000,"295",0.752255668589038,6000
6000,"297",0.844330768752205,6000
6000,"307",0.781870687175994,6000
6000,"322",0.848423303592524,6000
6000,"334",0.764031864811783,6000
6000,"342",0.871354393455377,6000
6000,"347",0.804824076306078,6000
6000,"358",0.8614141738195,6000
6000,"360",0.713954874378133,6000
6000,"364",0.89016257694426,6000
6000,"373",0.788253021414072,6000
6000,"380",0.562385016130115,6000
6000,"390",0.731666718204168,6000
6000,"406",0.754173042687487,6000
6000,"409",0.792052444116004,6000
6000,"413",0.840300287737479,6000
6000,"428",0.911327023325847,6000
6000,"437",0.894992827954983,6000
6000,"440",0.784230048018809,6000
6000,"442",0.734488346936428,6000
6000,"446",0.875110027535084,6000
6000,"465",0.889191860952295,6000
