"","Truth","Predicted","PredictedClass"
"523255",0,0.207351634848265,0
"523256",0,0.248830105224091,0
"523257",0,0.314069547126538,0
"523258",0,0.408042435847934,0
"523259",1,0.399493462427967,0
"523260",1,0.647715069034518,1
"523261",0,0.326228155701033,0
"523262",1,0.932205984194759,1
"523263",0,0.205842330806639,0
"523264",0,0.261485452333909,0
"523265",0,0.185200404596422,0
"523266",0,0.360440339702007,0
"523267",1,0.679214414644297,1
"523268",1,0.565889955390891,1
"523269",1,0.437034773921173,0
"523270",0,0.338753867250737,0
"523271",0,0.586376045869249,1
"523272",0,0.726792657455734,1
"523273",0,0.521279714459485,1
"523274",1,0.709456417277112,1
"523275",0,0.39520752941108,0
"523276",0,0.336996458330552,0
"523277",0,0.267033164917742,0
"523278",1,0.693668454157073,1
"523279",0,0.10876153420874,0
"523280",0,0.120955836133664,0
"523281",0,0.159826720050207,0
"523282",0,0.395394866133261,0
"523283",1,0.875522465725972,1
"523284",0,0.345699240239897,0
"523285",0,0.215769536960741,0
"523286",0,0.243235217979832,0
"523287",0,0.357185805116499,0
"523288",0,0.627014049404675,1
"523289",0,0.285595648412129,0
"523290",0,0.265211858366059,0
"523291",1,0.889438177855493,1
"523292",0,0.478320385678046,0
"523293",0,0.241630443026088,0
"523294",0,0.275167662144206,0
"523295",1,0.786564041734695,1
"523296",1,0.942446048963449,1
"523297",0,0.377948467112437,0
"523298",0,0.590748138265087,1
"523299",0,0.469403137682997,0
"523300",0,0.45222158421873,0
"523301",1,0.859207736620934,1
"523302",1,0.806163504373642,1
"523303",0,0.146550508501788,0
"523304",0,0.42882982173615,0
"523305",1,0.56391791806515,1
"523306",1,0.946912694848841,1
"523307",0,0.177631954091735,0
"523308",0,0.381223286703453,0
"523309",1,0.937824756770481,1
"523310",0,0.663436452820119,1
"523311",0,0.413110313398542,0
"523312",0,0.554071765773299,1
"523313",0,0.785920745043095,1
"523314",1,0.702432720796206,1
