"","Truth","Predicted","PredictedClass"
"163",0,0.692605327004147,1
"174",0,0.546952976257499,1
"954",0,0.709580412184617,1
"962",0,0.665103557031941,1
"979",1,0.720896946484493,1
"1108",1,0.68525381888589,1
"1110",1,0.650612099609752,1
"1112",0,0.694895597428821,1
"1115",1,0.693364196439314,1
"1116",0,0.681036069021854,1
"1117",1,0.84250143881764,1
"1118",1,0.681036069021854,1
"1121",0,0.590253530443342,1
"1123",1,0.694895597428821,1
"1124",0,0.573028203038721,1
"1126",1,0.771470629565123,1
"1128",0,0.585535013490908,1
"1131",1,0.656221188861998,1
"1132",0,0.772201701392063,1
"1134",0,0.694127600211076,1
"1135",1,0.715789924451569,1
"1140",1,0.706587816172331,1
"1147",1,0.704078343718764,1
"1152",0,0.706166075494988,1
"1153",0,0.692227574513539,1
"1155",0,0.548146587618698,1
"1157",1,0.686330116882668,1
"1159",0,0.503567853022482,1
"1161",0,0.665410128199802,1
"1162",0,0.618040615523598,1
"1170",1,0.724749051824911,1
"1176",1,0.536740609000025,1
"1178",1,0.813699272663331,1
"1180",0,0.711323181871047,1
"1183",1,0.683479687755539,1
"1185",0,0.548947660104028,1
"1187",0,0.61025492078135,1
"1190",0,0.623109688160166,1
"1192",1,0.775930667206294,1
"1194",1,0.732838902079066,1
"1195",1,0.55607701809999,1
"1196",0,0.775930667206294,1
"1198",1,0.624917288747326,1
"1200",0,0.554262341065333,1
"1201",0,0.603463287442105,1
"1203",0,0.571772403746005,1
"1204",1,0.683832571313859,1
"1205",1,0.702024657015736,1
"1206",1,0.513326074883124,1
"1208",1,0.788789836865885,1
"1209",0,0.629073179415454,1
"1210",1,0.781903481559788,1
"1212",1,0.616106391154595,1
"1213",0,0.628605167328775,1
"1214",1,0.516971759855516,1
"1216",0,0.550833731203799,1
"1218",1,0.685970352140683,1
"1219",1,0.573977222359777,1
"1227",1,0.738732808686067,1
"1228",0,0.674955676210992,1
"1230",1,0.700405422327172,1
"1231",0,0.638785793152232,1
"1233",1,0.642614175962071,1
