scMerge2
0.4375
0.5
0.607142857142857
0.5
0.357142857142857
0.625
0.380952380952381
0.5
0.571428571428571
0.6875
0.5
0.541666666666667
0.535714285714286
0.333333333333333
0.5
0.625
0.571428571428571
0.5625
0.619047619047619
0.4375
0.703125
0.666666666666667
0.535714285714286
0.25
0.678571428571429
0.5
0.571428571428571
0.375
0.428571428571429
0.78125
0.90625
0.5
0.535714285714286
0.583333333333333
0.214285714285714
0.416666666666667
0.523809523809524
0.59375
0.380952380952381
0.5
0.625
0.0833333333333333
0.321428571428571
0.5
0.821428571428571
0.625
0.666666666666667
0.375
0.5
0.8125
0.5
0.5
0.464285714285714
0.5
0.607142857142857
0.625
0.5
0.5625
0.5
0.4375
0.5625
0.375
0.5
0.5
0.5
0.333333333333333
0.333333333333333
0.5
0.714285714285714
0.40625
0.5
0.458333333333333
0.714285714285714
0.625
0.5
0.5
0.5
0.78125
0.571428571428571
0.5625
0.4375
0.729166666666667
0.571428571428571
0.291666666666667
0.607142857142857
0.708333333333333
0.666666666666667
0.46875
0.428571428571429
0.625
0.5
0.75
0.607142857142857
0.416666666666667
0.428571428571429
0.416666666666667
0.761904761904762
0.625
0.666666666666667
0.5
